ApplicantName,Callsign,FileNumber,Filing State,Red Light,AppType,Accepted For Filing PN,Class Of Earth Station,SiteID,AntennaID,Quantity,SiteStreet1,SiteStreet2,SiteCity,SiteCounty,Site State,Site Zip Code,LatDeg,LatMin,LatSec,LonDeg,LonMin,LonSec,latitude,longitude,marker-symbol,
"Entravision Holdings, LLC",E190334,SESREG2018082704028,current,,REG,,FES,1,1,2,801 N. Jackson Rd.,,McAllen,Hidalgo,TX,78501,26,12,29.1,98,12,12.5,26.2080833333333,-98.2034722222222,communications-tower-11,
"Entravision Holdings, LLC",E190334,SESREG2018082704028,current,,REG,,FES,1,2,9,801 N. Jackson Rd.,,McAllen,Hidalgo,TX,78501,26,12,29.1,98,12,12.5,26.2080833333333,-98.2034722222222,communications-tower-11,
"Entravision Holdings, LLC",E190334,SESREG2018082704028,current,,REG,,FES,1,3,1,801 N. Jackson Rd.,,McAllen,Hidalgo,TX,78501,26,12,29.1,98,12,12.5,26.2080833333333,-98.2034722222222,communications-tower-11,
"Entravision Holdings, LLC",E190336,SESREG2018082704030,current,,REG,,FES,1,1,2,523 Douglas Avenue,,Altamonte Springs,Seminole,FL,32714,28,40,11.6,81,23,21.2,28.6698888888889,-81.3892222222222,communications-tower-11,
"Entravision Holdings, LLC",E190336,SESREG2018082704030,current,,REG,,FES,1,2,2,523 Douglas Avenue,,Altamonte Springs,Seminole,FL,32714,28,40,11.6,81,23,21.2,28.6698888888889,-81.3892222222222,communications-tower-11,
"Entravision Holdings, LLC",E190337,SESREG2018082704031,current,,REG,,FES,1,1,3,222 Bob Bullock Blvd.,(KLDO Laredo),Laredo,Webb,TX,78043,27,30,1.7,99,26,55.9,27.5004722222222,-99.4488611111111,communications-tower-11,
"Entravision Holdings, LLC",E190337,SESREG2018082704031,current,,REG,,FES,1,2,3,222 Bob Bullock Blvd.,(KLDO Laredo),Laredo,Webb,TX,78043,27,30,1.7,99,26,55.9,27.5004722222222,-99.4488611111111,communications-tower-11,
"Entravision Holdings, LLC",E190337,SESREG2018082704031,current,,REG,,FES,1,3,3,222 Bob Bullock Blvd.,(KLDO Laredo),Laredo,Webb,TX,78043,27,30,1.7,99,26,55.9,27.5004722222222,-99.4488611111111,communications-tower-11,
"Entravision Holdings, LLC",E190340,SESREG2018082704034,current,,REG,,FES,1,1,1,2727 Broadbent Parkway NE,Suite F,Albuquerque,Bernalillo,NM,87107,35,6,44,106,37,51.1,35.1122222222222,-106.630861111111,communications-tower-11,
"Entravision Holdings, LLC",E190340,SESREG2018082704034,current,,REG,,FES,1,2,2,2727 Broadbent Parkway NE,Suite F,Albuquerque,Bernalillo,NM,87107,35,6,44,106,37,51.1,35.1122222222222,-106.630861111111,communications-tower-11,
"Entravision Holdings, LLC",E190340,SESREG2018082704034,current,,REG,,FES,1,3,1,2727 Broadbent Parkway NE,Suite F,Albuquerque,Bernalillo,NM,87107,35,6,44,106,37,51.1,35.1122222222222,-106.630861111111,communications-tower-11,
"Entravision Holdings, LLC",E190340,SESREG2018082704034,current,,REG,,FES,1,4,1,2727 Broadbent Parkway NE,Suite F,Albuquerque,Bernalillo,NM,87107,35,6,44,106,37,51.1,35.1122222222222,-106.630861111111,communications-tower-11,
"Entravision Holdings, LLC",E190341,SESREG2018082704035,current,,REG,,FES,1,1,1,2815 E. 37th St. North,,Wichita,Sedgwick,KS,67219,37,45,0.6,97,18,13,37.7501666666667,-97.3036111111111,communications-tower-11,
"Entravision Holdings, LLC",E190342,SESREG2018082704036,current,,REG,,FES,Los Angeles Studios,1,1,5700 Wilshire Blvd,Suite 250,Los Angeles,Los Angeles,CA,90404,34,3,40.9,118,21,11.9,34.0613611111111,-118.353305555556,communications-tower-11,
"Entravision Holdings, LLC",E190343,SESREG2018082704037,current,,REG,,FES,1,1,1,67 Garden Ct.,,Monterey,Monterey,CA,93940,36,35,8.6,121,51,14.9,36.5857222222222,-121.854138888889,communications-tower-11,
"Entravision Holdings, LLC",E190343,SESREG2018082704037,current,,REG,,FES,1,2,3,67 Garden Ct.,,Monterey,Monterey,CA,93940,36,35,8.6,121,51,14.9,36.5857222222222,-121.854138888889,communications-tower-11,
"Entravision Holdings, LLC",E190343,SESREG2018082704037,current,,REG,,FES,1,3,2,67 Garden Ct.,,Monterey,Monterey,CA,93940,36,35,8.6,121,51,14.9,36.5857222222222,-121.854138888889,communications-tower-11,
"Entravision Holdings, LLC",E190408,SESREG2018082704102,current,,REG,,FES,1,1,1,5770 Ruffin Rd.,,San Diego,San Diego,CA,92130,32,50,19.9,117,7,39.4,32.8388611111111,-117.127611111111,communications-tower-11,
"Entravision Holdings, LLC",E190408,SESREG2018082704102,current,,REG,,FES,1,2,1,5770 Ruffin Rd.,,San Diego,San Diego,CA,92130,32,50,19.9,117,7,39.4,32.8388611111111,-117.127611111111,communications-tower-11,
"Entravision Holdings, LLC",E190408,SESREG2018082704102,current,,REG,,FES,1,3,3,5770 Ruffin Rd.,,San Diego,San Diego,CA,92130,32,50,19.9,117,7,39.4,32.8388611111111,-117.127611111111,communications-tower-11,
"Entravision Holdings, LLC",E190408,SESREG2018082704102,current,,REG,,FES,1,4,1,5770 Ruffin Rd.,,San Diego,San Diego,CA,92130,32,50,19.9,117,7,39.4,32.8388611111111,-117.127611111111,communications-tower-11,
"Entravision Holdings, LLC",E190408,SESREG2018082704102,current,,REG,,FES,1,5,1,5770 Ruffin Rd.,,San Diego,San Diego,CA,92130,32,50,19.9,117,7,39.4,32.8388611111111,-117.127611111111,communications-tower-11,
"Entravision Holdings, LLC",E190409,SESREG2018082704103,current,,REG,,FES,1,1,1,21575 FM 1314,,Porter,Montgomery,TX,77365,30,8,22.2,95,17,24.2,30.1395,-95.2900555555556,communications-tower-11,
"Entravision Holdings, LLC",E190411,SESREG2018082704105,current,,REG,,FES,1,1,2,5426 N. Mesa,,El Paso,El Paso,TX,79912,31,49,12.1,106,31,0,31.8200277777778,-106.516666666667,communications-tower-11,
"Entravision Holdings, LLC",E190411,SESREG2018082704105,current,,REG,,FES,1,2,2,5426 N. Mesa,,El Paso,El Paso,TX,79912,31,49,12.1,106,31,0,31.8200277777778,-106.516666666667,communications-tower-11,
"Entravision Holdings, LLC",E190411,SESREG2018082704105,current,,REG,,FES,1,3,1,5426 N. Mesa,,El Paso,El Paso,TX,79912,31,49,12.1,106,31,0,31.8200277777778,-106.516666666667,communications-tower-11,
"Entravision Holdings, LLC",E190411,SESREG2018082704105,current,,REG,,FES,1,4,1,5426 N. Mesa,,El Paso,El Paso,TX,79912,31,49,12.1,106,31,0,31.8200277777778,-106.516666666667,communications-tower-11,
"Entravision Holdings, LLC",E190412,SESREG2018082704106,current,,REG,,FES,1,1,1,1 Constitution Plaza,,Hartford,Hartford,CT,,41,45,58.6,72,40,15.7,41.7662777777778,-72.6710277777778,communications-tower-11,
"Entravision Holdings, LLC",E190412,SESREG2018082704106,current,,REG,,FES,1,2,1,1 Constitution Plaza,,Hartford,Hartford,CT,,41,45,58.6,72,40,15.7,41.7662777777778,-72.6710277777778,communications-tower-11,
"Equity Communications, L.P.",E201057,SESREG2018101606413,current,,REG,,FES,8025BHP,EQU-1     ,1,8025 Black Horse Pike,,West Atlantic City,Atlantic,NJ,8232,39,22,38.2,74,29,35,39.3772777777778,-74.4930555555556,communications-tower-11,
"ESPN Productions, Inc.",E000264,SESRWL2010052800658,current,,RWL,,FES,1,3.8,3,"11001 RUSHMORE DRIVE, (SITE #1)",,CHARLOTTE,MECKLENBURG,NC,28277,35,3,31.8,80,51,44.5,35.0588333333333,-80.8623611111111,communications-tower-11,
"ESPN Productions, Inc.",E000264,SESRWL2010052800658,current,,RWL,,FES,1,4.5,3,"11001 RUSHMORE DRIVE, (SITE #1)",,CHARLOTTE,MECKLENBURG,NC,28277,35,3,31.8,80,51,44.5,35.0588333333333,-80.8623611111111,communications-tower-11,
"ESPN Productions, Inc.",E000265,SESRWL2010052800657,current,,RWL,,FES,1,3.8,1,"11001 RUSHMORE DRIVE, (SITE #2)",,CHARLOTTE,MECKLENBURG,NC,28277,35,3,30.9,80,51,45,35.0585833333333,-80.8625,communications-tower-11,
"ESPN Productions, Inc.",E000265,SESRWL2010052800657,current,,RWL,,FES,1,4.5,1,"11001 RUSHMORE DRIVE, (SITE #2)",,CHARLOTTE,MECKLENBURG,NC,28277,35,3,30.9,80,51,45,35.0585833333333,-80.8625,communications-tower-11,
"ESPN, Inc.",E070054,SESLIC2007040200429,current,,LIC,,FES,1,1,2,ESPN Drive,,Southington,Hartford,CT,6489,41,38,50.5,72,53,48,41.6473611111111,-72.8966666666667,communications-tower-11,
"ESPN, Inc.",E070055,SESLIC2007033000430,current,,LIC,,FES,1,1,1,ESPN Drive,,Southington,Hartford,CT,6489,41,38,51.6,72,53,48.7,41.6476666666667,-72.8968611111111,communications-tower-11,
"ESPN, Inc.",E070055,SESLIC2007033000430,current,,LIC,,FES,2,2,1,ESPN Drive,,Southington,Hartford,CT,6489,41,38,51.6,72,53,48.7,41.6476666666667,-72.8968611111111,communications-tower-11,
"ESPN, Inc.",E070093,SESLIC2007051600671,current,,LIC,,FES,1,1,2,ESPN Drive,,Southington,Hartford,CT,6489,41,38,50.3,72,53,50.7,41.6473055555556,-72.8974166666667,communications-tower-11,
"ESPN, Inc.",E070094,SESLIC2007051700674,current,,LIC,,FES,1,1,2,ESPN Drive,,Southington,Hartford,CT,6489,41,38,48.9,72,53,50.5,41.6469166666667,-72.8973611111111,communications-tower-11,
"ESPN, Inc.",E070231,SESMOD2016090600764,current,,MOD,,FES,C1C/C2C,C1C/C2C   ,2,ESPN PLAZA,,BRISTOL,HARTFORD,CT,6010,41,38,51.6,72,53,51.6,41.6476666666667,-72.8976666666667,communications-tower-11,
"ESPN, Inc.",E180554,SESREG2018053100994,current,,REG,,FES,1,1,1,1011 South Figueroa Street,,Los Angeles,Los Angeles,CA,90015,34,2,38.4,118,15,55.8,34.044,-118.2655,communications-tower-11,
"ESPN, Inc.",E180554,SESREG2018053100994,current,,REG,,FES,1,2,1,1011 South Figueroa Street,,Los Angeles,Los Angeles,CA,90015,34,2,38.4,118,15,55.8,34.044,-118.2655,communications-tower-11,
"ESPN, Inc.",E180555,SESREG2018053100995,current,,REG,,FES,1,1,1,1 ESPN Plaza,,Bristol,Hartford,CT,6010,41,38,52.5,72,53,50.56,41.6479166666667,-72.8973777777778,communications-tower-11,
"ESPN, Inc.",E180555,SESREG2018053100995,current,,REG,,FES,1,2,1,1 ESPN Plaza,,Bristol,Hartford,CT,6010,41,38,52.5,72,53,50.56,41.6479166666667,-72.8973777777778,communications-tower-11,
"ESPN, Inc.",E180555,SESREG2018053100995,current,,REG,,FES,1,3,1,1 ESPN Plaza,,Bristol,Hartford,CT,6010,41,38,52.5,72,53,50.56,41.6479166666667,-72.8973777777778,communications-tower-11,
"ESPN, Inc.",E180555,SESREG2018053100995,current,,REG,,FES,1,4,1,1 ESPN Plaza,,Bristol,Hartford,CT,6010,41,38,52.5,72,53,50.56,41.6479166666667,-72.8973777777778,communications-tower-11,
"ESPN, Inc.",E180555,SESREG2018053100995,current,,REG,,FES,1,5,1,1 ESPN Plaza,,Bristol,Hartford,CT,6010,41,38,52.5,72,53,50.56,41.6479166666667,-72.8973777777778,communications-tower-11,
"ESPN, Inc.",E181579,SESREG2018072002464,current,,REG,,FES,1,1,1,1 ESPN Plaza,,Bristol,Hartford,CT,6010,41,38,57.5,72,54,8.9,41.6493055555556,-72.9024722222222,communications-tower-11,
Estrella Television License LLC.,E200079,SESREG2018101105373,current,,REG,,FES,1,KETD Eliz ,1,400 CR 158,,Elizabeth,,CO,80107,39,25,57,104,39,20,39.4325,-104.655555555556,communications-tower-11,
Estrella Television License LLC.,E200129,SESREG2018101105424,current,,REG,,FES,1,KSDX      ,1,12197 HWY 94,Unit #2C,Spring Valley,,CA,91978,32,41,53,116,56,3,32.6980555555556,-116.934166666667,communications-tower-11,
Estrella Television License LLC.,E200134,SESREG2018101105429,current,,REG,,FES,1,KETD Idle ,1,2524 S. Grapevine Rd.,,Idledale,,CO,80435,39,40,16.93,105,13,8.04,39.6713694444444,-105.2189,communications-tower-11,
Eternal Word Television Network Inc,E100066,SESMOD2018103103908,pending,,MOD,7/15/2020,FES,1,1,1,3222 COUNTY ROAD 548, ,HANCEVILLE,CULLMAN,AL,35077,34,3,30.5,86,41,40.8,34.0584722222222,-86.6946666666667,communications-tower-11,
Eternal Word Television Network Inc,E201897,SESREG2018103107302,current,,REG,,FES,Vandiver,1,1,"High Road 5.7 km NE of Vandiver, AL",,Vandiver,St. Clair and Shelby,AL,35176,33,30,13,86,28,27,33.5036111111111,-86.4741666666667,communications-tower-11,
Eternal Word Television Network Inc,E201897,SESREG2018103107302,current,,REG,,FES,Vandiver,2,1,"High Road 5.7 km NE of Vandiver, AL",,Vandiver,St. Clair and Shelby,AL,35176,33,30,13,86,28,27,33.5036111111111,-86.4741666666667,communications-tower-11,
Eternal Word Television Network Inc,E2718,SESMOD2018103103802,pending,,MOD,7/15/2020,FES,1,1,1,5817 OLD LEEDS ROAD,,BIRMINGHAM,JEFFERSON,AL,35210,33,31,57,86,40,27,33.5325,-86.6741666666667,communications-tower-11,
Eternal Word Television Network Inc,E2718,SESMOD2018103103802,pending,,MOD,7/15/2020,FES,1,2,2,5817 OLD LEEDS ROAD,,BIRMINGHAM,JEFFERSON,AL,35210,33,31,57,86,40,27,33.5325,-86.6741666666667,communications-tower-11,
Eternal Word Television Network Inc,E2718,SESMOD2018103103802,pending,,MOD,7/15/2020,FES,1,3,3,5817 OLD LEEDS ROAD,,BIRMINGHAM,JEFFERSON,AL,35210,33,31,57,86,40,27,33.5325,-86.6741666666667,communications-tower-11,
"ETERNAL WORD TELEVISION NETWORK, INC.",E2718,SESRWL2011021700176,current,,RWL,,FES,1,1,1,5817 OLD LEEDS ROAD,,BIRMINGHAM,JEFFERSON,AL,,33,31,57,86,40,27,33.5325,-86.6741666666667,communications-tower-11,
"ETERNAL WORD TELEVISION NETWORK, INC.",E2718,SESRWL2011021700176,current,,RWL,,FES,1,2,2,5817 OLD LEEDS ROAD,,BIRMINGHAM,JEFFERSON,AL,,33,31,57,86,40,27,33.5325,-86.6741666666667,communications-tower-11,
"Ethel Huff Broadcasting, LLC",E181237,SESREG2018070501996,current,,REG,,FES,1,AMC-18    ,1,202 E 2nd St,(Station),London,Laurel,KY,40741,37,7,39.73,84,4,54.22,37.1277027777778,-84.0817277777778,communications-tower-11,
EUBANKS BROADCASTING INC.,E201249,SESREG2018101706632,current,,REG,,FES,WKDP-WCTT STUDIO,A         ,1,281 Adams Rd,,Corbin,Laurel,KY,40701,36,58,51.8,84,6,41.11,36.9810555555556,-84.1114194444444,communications-tower-11,
"Eureka Broadcasting Co., Inc.",E190335,SESREG2018082704029,current,,REG,,FES,1,Ant 1     ,1,1101 Marsh Road,,Eureka,Humboldt,CA,95501,40,47,57.3,124,7,45.3,40.79925,-124.12925,communications-tower-11,
"Eureka Broadcasting Co., Inc.",E191180,SESREG2018101504809,current,,REG,,FES,Brookings Studio,Ant 2     ,1,605 Railroad Street,,Brookings,Curry,OR,97415,42,3,2.6,124,16,51.5,42.0507222222222,-124.280972222222,communications-tower-11,
"Eurovision Americas, Inc.",E180479,SESREG2018052500901,current,,REG,,FES,1,1,1,"2000 M Street, NW",,Washington,District of Columbia,DC,20036,38,54,19,77,2,43,38.9052777777778,-77.0452777777778,communications-tower-11,
"Evangelist Communications, Inc.",E191629,SESREG2018101205257,current,,REG,,FES,1,1,1,900 Firetower Road,,Cottle,Nicholas,WV,26205,38,21,37,80,38,49,38.3602777777778,-80.6469444444445,communications-tower-11,
"Excel Media, L.L.C.",E200712,SESREG2018101506017,current,,REG,,FES,KXXF Transmitter,1,1,Hwy 73 & Bighill Rd,,Winnie,Jefferson,TX,77705,29,49,31,94,13,36,29.8252777777778,-94.2266666666667,communications-tower-11,
Extra Mile Media,E181499,SESREG2018060801041,current,,REG,,FES,1,1,1,34545 Hwy 20 SE,,Albany,Linn,OR,97322,44,37,50.3,123,0,58.5,44.6306388888889,-123.01625,communications-tower-11,
"Extreme Reach, Inc.",E200160,SESREG2018101205456,current,,REG,,FES,1,1,1,245 Hembree Park Drive,,Roswell,Fulton,GA,30076,34,3,18,84,19,12,34.055,-84.32,communications-tower-11,
"Extreme Reach, Inc.",E200173,SESREG2018101205467,current,,REG,,FES,1,1,1,2323 N Valley St,,Burbank,Los Angeles,CA,91505,34,11,32,118,21,30,34.1922222222222,-118.358333333333,communications-tower-11,
"F and G Broadcasting, Inc.",E201098,SESREG2018101606455,current,,REG,,FES,Site A,2.8M      ,1,523 S Sangamon,,Gibson City,Ford,IL,60936,40,27,30.1,88,22,33.1,40.4583611111111,-88.3758611111111,communications-tower-11,
"Faith Baptist Church, Inc.",E200710,SESREG2018101406016,current,,REG,,FES,"Palmhurst, TX",Receive   ,1,4301 N Shary Rd,,Palmhurst,Hidalgo,TX,78573,26,15,14.21,98,16,46.55,26.2539472222222,-98.2795972222222,communications-tower-11,
"Faith Broadcasting, Inc.",E200511,SESREG2018101405820,current,,REG,,FES,"Andalusia, AL",Receive   ,1,BARNES BRIDGE RD .8 MI W OF CR 59,,Gantt,Covington,AL,,31,26,20,86,30,49.81,31.4388888888889,-86.5138361111111,communications-tower-11,
"Faith Broadcasting, Inc.",E200511,SESREG2018101405820,current,,REG,,FES,"Eufaula, AL",Receive2  ,1,Fort Browder Rd,,Eufaula,Barbour,AL,36027,31,54,30.12,85,9,55.81,31.9083666666667,-85.1655027777778,communications-tower-11,
"Faith Broadcasting, Inc.",E200511,SESREG2018101405820,current,,REG,,FES,"Montgomery, AL",Studio Rx ,1,381 Mendel Parkway,,Montgomery,Montgomery,AL,36117,32,22,40.17,86,12,7.76,32.377825,-86.2021555555556,communications-tower-11,
Faith Communications Corp.,E050085,SESRWL2020021100146,current,,RWL,,FES,1,1,1,2201 South 6th Street,,Las Vegas,Clark,NV,89104,36,8,43.4,115,8,46.3,36.1453888888889,-115.146194444444,communications-tower-11,
Faith Communications Corp.,E190395,SESREG2018090604089,current,,REG,,FES,1,Prod1374  ,1,TWR 1- 2500 W 3700 S,(KANN C-Band Rec),Syracuse,Weber,UT,84075,41,3,34.8,112,4,13.2,41.0596666666667,-112.070333333333,communications-tower-11,
Faith Communications Corp.,E190699,SESREG2018090604370,current,,REG,,FES,1,Prod1374  ,1,Road off US 95,(K213EC  C-Band Rec),Laughlin,Clark,NV,,35,14,47.9,114,44,36.9,35.2466388888889,-114.743583333333,communications-tower-11,
Faith Communications Corp.,E190702,SESREG2018090604373,current,,REG,,FES,1,Prod1374  ,1,15975 Stoddard Wells Road,(KHMS C-Band Cistern),Victorville,SAN BERNARDINO,CA,92395,34,32,28,117,17,10.7,34.5411111111111,-117.286305555556,communications-tower-11,
Faith Communications Corp.,E190793,SESREG2018090604452,current,,REG,,FES,1,1,1,107 Ann's Lane,46,Lolo,Missoula,MT,59847,46,45,34.4,114,4,49.3,46.7595555555556,-114.080361111111,communications-tower-11,
Faith Communications Corp.,E190797,SESREG2018090604456,current,,REG,,FES,1,Prod1374  ,1,Helaman Rd.,(KSQS C-Band Rec),Ririe,Bonneville,ID,83401,43,32,35.3,111,53,12.7,43.5431388888889,-111.886861111111,communications-tower-11,
Faith Communications Corp.,E191108,SESREG2018090604738,current,,REG,,FES,KCIR Std C-Band Rec,Mira3.7M  ,1,1446 Filer Ave. E.,,Twin Falls,Twin Falls,ID,83301,42,34,12.1,114,27,20.4,42.5700277777778,-114.455666666667,communications-tower-11,
Faith Communications Corp.,E200278,SESREG2018101105575,current,,REG,,FES,AWS C-Band Webb Hill,KTI12Mesh ,1,Hillrise Avenue,Webb Hill,St. George,Washington,UT,84790,37,3,49.1,113,34,25.3,37.0636388888889,-113.573694444444,communications-tower-11,
Faith Sound Inc,E181560,SESREG2018071402441,current,,REG,,FES,1,1,1,4016 28th St. SE,,Rochester,Olmsted,MN,55904,43,58,52.85,92,23,48.78,43.9813472222222,-92.3968833333333,communications-tower-11,
"Falcon Broadband, Inc.",E201793,SESREG2018102507200,current,,REG,,FES,Falcon Broadband HE,1,4,7332 McLaughlin Rd,,Peyton,El Paso,CO,80831,38,56,18.87,104,36,26.34,38.938575,-104.607316666667,communications-tower-11,
"Falcon Video Communications, L.P. ",E181391,SESREG2018071702239,current,,REG,,FES,1,1,1,144 Williams St,,Elmer City,Okanogan,WA,99124,48,0,13.7,118,56,55.8,48.0038055555556,-118.948833333333,communications-tower-11,
"Falcon Video Communications, L.P. ",E181391,SESREG2018071702239,current,,REG,,FES,1,2,1,144 Williams St,,Elmer City,Okanogan,WA,99124,48,0,13.7,118,56,55.8,48.0038055555556,-118.948833333333,communications-tower-11,
"Falcon Video Communications, L.P. ",E181391,SESREG2018071702239,current,,REG,,FES,1,3,1,144 Williams St,,Elmer City,Okanogan,WA,99124,48,0,13.7,118,56,55.8,48.0038055555556,-118.948833333333,communications-tower-11,
"Falcon Video Communications, L.P. ",E181391,SESREG2018071702239,current,,REG,,FES,1,4,1,144 Williams St,,Elmer City,Okanogan,WA,99124,48,0,13.7,118,56,55.8,48.0038055555556,-118.948833333333,communications-tower-11,
"Falcon Video Communications, L.P. ",E181391,SESREG2018071702239,current,,REG,,FES,1,5,1,144 Williams St,,Elmer City,Okanogan,WA,99124,48,0,13.7,118,56,55.8,48.0038055555556,-118.948833333333,communications-tower-11,
"Falcon1, Inc.",E201314,SESREG2018091306696,current,,REG,,FES,STA1,A         ,1,89 White Gravel McDaniel Rd,,Minford,USA,OH,45653,38,52,57.61,82,51,53.87,38.8826694444444,-82.8649638888889,communications-tower-11,
"Falcon1, Inc.",E201314,SESREG2018091306696,current,,REG,,FES,STA1,B         ,4,89 White Gravel McDaniel Rd,,Minford,USA,OH,45653,38,52,57.61,82,51,53.87,38.8826694444444,-82.8649638888889,communications-tower-11,
"Falcon1, Inc.",E201314,SESREG2018091306696,current,,REG,,FES,STA1,C         ,1,89 White Gravel McDaniel Rd,,Minford,USA,OH,45653,38,52,57.61,82,51,53.87,38.8826694444444,-82.8649638888889,communications-tower-11,
"Falcon1, Inc.",E201314,SESREG2018091306696,current,,REG,,FES,STA2,unknown   ,1,600 White Gravel Dewey Rd,,Minford,USA,OH,45653,38,55,25.67,82,50,20.13,38.9237972222222,-82.838925,communications-tower-11,
FAMILY BROADCASTING CORPORATION,E180345,SESREG2018051400732,current,,REG,,FES,1,1,3,1030 Shortwave Lane,,Pineland,Hampton,SC,29934,32,40,55.3,81,7,45.7,32.6820277777778,-81.1293611111111,communications-tower-11,
Family Life Broadcasting Inc,E181767,SESREG2018082902746,current,,REG,,FES,1,1,1,7355 N Oracle Rd,,Tucson,Pima,AZ,85704,32,20,26.5,110,58,40.8,32.3406944444444,-110.978,communications-tower-11,
Family Life Educational Foundation,E200459,SESREG2018101205767,current,,REG,,FES,KFLO-FM,KFLO-FM 1 ,1,2097 N Hearne Ave,,Shreveport,Louisiana,LA,71107,32,31,55.6,93,46,33.4,32.5321111111111,-93.7759444444444,communications-tower-11,
"Family Life Ministries, Inc.",E201166,SESREG2018101706525,current,,REG,,FES,FLN Studio,ANTI      ,1,7634 County Road 14,NY,Bath,USA,NY,14810,42,22,12.1,77,22,7.8,42.3700277777778,-77.3688333333333,communications-tower-11,
"Fannin County Broadcasting Co., Inc.",E201522,SESREG2018103006907,current,,REG,,FES,Site 1,ANT1      ,1,333 W. Highland St.,,Blue Ridge,Fannin,GA,30513,34,52,2.8,84,20,0.38,34.8674444444444,-84.3334388888889,communications-tower-11,
FARMERS MUTUAL COOP. TELE. COMPANY,E190644,SESREG2018091204325,current,,REG,,FES,Site 1,6M.       ,1,103 railway,,earling,shelby,IA,51530,41,46,29.9,95,25,0.8,41.7749722222222,-95.4168888888889,communications-tower-11,
Farmers Mutual Telephone Company,E181182,SESREG2018062701921,current,,REG,,FES,1,TBD       ,2,504 sargent st,"Rudd, IA",Rudd,Floyd,IA,50458,43,7,53.88,92,54,17.39,43.1316333333333,-92.9048305555556,communications-tower-11,
"Farris Broadcasting, Inc.",E201614,SESREG2018101707006,current,,REG,,FES,Site 1,1,1,117 S. Blackburn,,Brady,McCulloch,TX,76825,31,8,2.81,99,20,1,31.1341138888889,-99.3336111111111,communications-tower-11,
"Faye and Richard Tuck, Inc",E201836,SESREG2018103007243,current,,REG,,FES,Site1,ANT1      ,1,711 Ferris Avenue,,Waxahachie,Ellis,TX,75165,32,23,40.6,96,50,49.8,32.3946111111111,-96.8471666666667,communications-tower-11,
Fayette Broadcasting Corporation,E200599,SESREG2018101505909,current,,REG,,FES,Earth Station,ant3.7    ,1,44 S. Mt. Vernon Ave.,,Uniontown,Fayette,PA,15401,39,53,59.63,79,43,58.39,39.8998972222222,-79.7328861111111,communications-tower-11,
FBN Indiana Inc.,E190428,SESREG2018082804121,current,,REG,,FES,1,Ren1      ,1,1035 South College Ave,(Rensselaer Site),Rensselaer,Jasper,IN,47978,40,55,14.34,87,8,50.39,40.92065,-87.1473305555556,communications-tower-11,
FEDERAL EXPRESS CORPORATION,E200611,SESREG2018101505921,current,,REG,,FES,EDC,NOAA3     ,1,250 Spectrum Loop,,Colorado Springs,El Paso,CO,80921,39,1,34,104,49,11.5,39.0261111111111,-104.819861111111,communications-tower-11,
FEDERAL EXPRESS CORPORATION,E200614,SESREG2018101505924,current,,REG,,FES,WTC,NOAA1     ,1,25 FedEx Parkway,,Collierville,Shelby,TN,38017,35,2,22.5,89,43,11.3,35.0395833333333,-89.7198055555556,communications-tower-11,
FEDERAL EXPRESS CORPORATION,E200614,SESREG2018101505924,current,,REG,,FES,WTC,NOAA2     ,1,25 FedEx Parkway,,Collierville,Shelby,TN,38017,35,2,22.5,89,43,11.3,35.0395833333333,-89.7198055555556,communications-tower-11,
Fibercast Cable Communications LLC,E201567,SESREG2018101706951,current,,REG,,FES,STWHE,ANT1      ,1,1 Back Pond Road,,Stewartstown,USA,NH,3576,44,59,7,71,31,40.8,44.9852777777778,-71.528,communications-tower-11,
Fibercast Cable Communications LLC,E201567,SESREG2018101706951,current,,REG,,FES,STWMNT,ANT2      ,1,319 Back Pond Road,,Stewartstown,USA,NH,3576,44,59,21.9,71,29,41.1,44.9894166666667,-71.49475,communications-tower-11,
FiberNet Monticello,E190804,SESREG2018090704463,current,,REG,,FES,1,AMC11AMC10,4,3695 School Blvd.,,Monticello,Wright,MN,55362,45,17,4.4,93,48,41.44,45.2845555555556,-93.8115111111111,communications-tower-11,
FiberNet Monticello,E190804,SESREG2018090704463,current,,REG,,FES,1,G13-G18   ,4,3695 School Blvd.,,Monticello,Wright,MN,55362,45,17,4.4,93,48,41.44,45.2845555555556,-93.8115111111111,communications-tower-11,
FiberNet Monticello,E190804,SESREG2018090704463,current,,REG,,FES,1,G17-AMC3  ,4,3695 School Blvd.,,Monticello,Wright,MN,55362,45,17,4.4,93,48,41.44,45.2845555555556,-93.8115111111111,communications-tower-11,
FiberNet Monticello,E190804,SESREG2018090704463,current,,REG,,FES,1,G23G18    ,4,3695 School Blvd.,,Monticello,Wright,MN,55362,45,17,4.4,93,48,41.44,45.2845555555556,-93.8115111111111,communications-tower-11,
FIDELITY CABLEVISION LLC,E191259,SESREG2018102204887,current,,REG,,FES,1,1,1,1401 SOUTH 60TH ST,,LAWTON,COMANCHE,OK,73501,34,35,32.66,98,19,6,34.5924055555556,-98.3183333333333,communications-tower-11,
FIDELITY CABLEVISION LLC,E191259,SESREG2018102204887,current,,REG,,FES,1,2,5,1401 SOUTH 60TH ST,,LAWTON,COMANCHE,OK,73501,34,35,32.66,98,19,6,34.5924055555556,-98.3183333333333,communications-tower-11,
